id,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,sales,quantity,discount,profit,profit_margin_percentage,discount_impact_category,total_sales_city
375,"Standard Class",Consumer,"United States",Tucson,Arizona,85705,West,"Office Supplies",Art,9.24,1,0.20,0.92,9.96,"Positive Impact",6313.00
376,"Standard Class",Consumer,"United States",Tucson,Arizona,85705,West,Technology,Accessories,479.04,10,0.20,-29.94,-6.25,"Negative Impact",6313.00
377,"First Class",Corporate,"United States",Quincy,Illinois,62301,Central,"Office Supplies",Paper,99.14,4,0.20,30.98,31.25,"Positive Impact",1276.46
378,"Standard Class",Corporate,"United States",Franklin,Massachusetts,2038,East,Furniture,Tables,1488.42,7,0.30,-297.68,-20.00,"Negative Impact",11257.03
379,"Standard Class",Consumer,"United States",Houston,Texas,77095,Central,"Office Supplies",Appliances,8.65,3,0.80,-20.33,-235.03,"Negative Impact",64504.71
380,"Standard Class",Consumer,"United States",Houston,Texas,77095,Central,"Office Supplies",Storage,23.83,3,0.20,2.68,11.25,"Positive Impact",64504.71
381,"Standard Class",Consumer,"United States",Houston,Texas,77095,Central,"Office Supplies",Binders,12.18,4,0.80,-18.87,-154.93,"Negative Impact",64504.71
382,"First Class",Corporate,"United States","San Francisco",California,94109,West,"Office Supplies",Paper,50.96,7,0.00,25.48,50.00,"No Discount",112669.09
383,"First Class",Corporate,"United States","San Francisco",California,94109,West,"Office Supplies",Binders,49.54,3,0.20,17.34,35.00,"Positive Impact",112669.09
384,"Second Class",Corporate,"United States",Taylor,Michigan,48180,Central,Technology,Accessories,41.90,2,0.00,8.80,21.00,"No Discount",353.70
385,"Standard Class",Consumer,"United States","Pembroke Pines",Florida,33024,South,Furniture,Tables,375.46,3,0.45,-157.01,-41.82,"Negative Impact",1714.38
386,"Standard Class",Consumer,"United States","Pembroke Pines",Florida,33024,South,Technology,Accessories,83.98,3,0.20,-1.05,-1.25,"Negative Impact",1714.38
387,"Standard Class",Corporate,"United States",Philadelphia,Pennsylvania,19140,East,Technology,Machines,482.34,4,0.70,-337.64,-70.00,"Negative Impact",109077.09
388,"Standard Class",Corporate,"United States",Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,2.96,1,0.20,0.78,26.35,"Positive Impact",109077.09
389,"First Class",Consumer,"United States",Cincinnati,Ohio,45231,East,"Office Supplies",Art,2.62,1,0.20,0.43,16.41,"Positive Impact",1611.98
390,"Standard Class",Consumer,"United States","New York City","New York",10009,East,"Office Supplies",Binders,23.36,4,0.20,7.88,33.73,"Positive Impact",256368.12
391,"Standard Class",Consumer,"United States","New York City","New York",10009,East,Technology,Accessories,39.98,2,0.00,13.59,33.99,"No Discount",256368.12
392,"Second Class",Consumer,"United States","Des Moines",Washington,98198,West,Technology,Phones,246.38,2,0.20,27.72,11.25,"Positive Impact",5463.28
393,"Second Class",Consumer,"United States","Des Moines",Washington,98198,West,Technology,Copiers,1799.97,3,0.00,701.99,39.00,"No Discount",5463.28
394,"Second Class",Corporate,"United States",Peoria,Illinois,61604,Central,"Office Supplies",Binders,12.46,3,0.80,-20.56,-165.01,"Negative Impact",1842.83
395,"Standard Class","Home Office","United States","Las Vegas",Nevada,89115,West,"Office Supplies",Binders,75.79,3,0.20,25.58,33.75,"Positive Impact",1834.02
396,"Second Class",Corporate,"United States",Warwick,"Rhode Island",2886,East,"Office Supplies",Storage,49.96,2,0.00,9.49,19.00,"No Discount",2426.84
397,"Second Class",Corporate,"United States",Warwick,"Rhode Island",2886,East,"Office Supplies",Paper,12.96,2,0.00,6.22,47.99,"No Discount",2426.84
398,"Standard Class","Home Office","United States",Jackson,Michigan,49201,Central,"Office Supplies",Supplies,70.12,4,0.00,21.04,30.01,"No Discount",24963.85
399,"Second Class",Consumer,"United States",Houston,Texas,77036,Central,"Office Supplies",Storage,35.95,3,0.20,3.60,10.01,"Positive Impact",64504.71
400,"Second Class",Consumer,"United States",Houston,Texas,77036,Central,Furniture,Bookcases,2396.27,4,0.32,-317.15,-13.24,"Negative Impact",64504.71
401,"Second Class",Consumer,"United States",Houston,Texas,77036,Central,"Office Supplies",Storage,131.14,4,0.20,-32.78,-25.00,"Negative Impact",64504.71
402,"Second Class",Consumer,"United States",Houston,Texas,77036,Central,Technology,Accessories,57.58,2,0.20,0.72,1.25,"Positive Impact",64504.71
403,"First Class",Consumer,"United States",Miami,Florida,33180,South,"Office Supplies",Paper,9.57,2,0.20,3.47,36.26,"Positive Impact",8673.08
404,"Standard Class",Corporate,"United States",Wilmington,"North Carolina",28403,South,"Office Supplies",Art,39.07,6,0.20,9.77,25.01,"Positive Impact",7297.07
405,"Standard Class",Consumer,"United States","New York City","New York",10024,East,"Office Supplies",Appliances,35.91,3,0.00,9.70,27.01,"No Discount",256368.12
406,"Standard Class",Consumer,"United States","San Francisco",California,94110,West,Technology,Accessories,179.95,5,0.00,37.79,21.00,"No Discount",112669.09
407,"Standard Class",Consumer,"United States","San Francisco",California,94110,West,Technology,Copiers,1199.98,3,0.20,434.99,36.25,"Positive Impact",112669.09
408,"Standard Class",Consumer,"United States","San Francisco",California,94110,West,"Office Supplies",Paper,27.15,5,0.00,13.30,48.99,"No Discount",112669.09
409,"Standard Class",Consumer,"United States","San Francisco",California,94110,West,Furniture,Tables,1004.02,7,0.20,-112.95,-11.25,"Negative Impact",112669.09
410,"Standard Class",Consumer,"United States","San Francisco",California,94110,West,"Office Supplies",Paper,9.68,1,0.00,4.65,48.04,"No Discount",112669.09
411,"Standard Class",Consumer,"United States","San Francisco",California,94110,West,"Office Supplies",Labels,28.35,9,0.00,13.61,48.01,"No Discount",112669.09
412,"Standard Class",Consumer,"United States","San Francisco",California,94110,West,"Office Supplies",Paper,55.98,1,0.00,27.43,49.00,"No Discount",112669.09
413,"Standard Class",Consumer,"United States","San Francisco",California,94110,West,Furniture,Bookcases,1336.83,13,0.15,31.45,2.35,"Positive Impact",112669.09
414,"Standard Class",Consumer,"United States","San Francisco",California,94110,West,Furniture,Chairs,113.57,2,0.20,-18.45,-16.25,"Negative Impact",112669.09
415,"Standard Class",Corporate,"United States",Seattle,Washington,98105,West,"Office Supplies",Paper,139.86,7,0.00,65.73,47.00,"No Discount",119540.74
416,"Standard Class",Corporate,"United States",Seattle,Washington,98105,West,Furniture,Chairs,307.14,4,0.20,26.87,8.75,"Positive Impact",119540.74
417,"Standard Class",Consumer,"United States","Huntington Beach",California,92646,West,"Office Supplies",Art,95.92,8,0.00,25.90,27.00,"No Discount",2527.82
418,"Standard Class",Consumer,"United States","Los Angeles",California,90004,West,Furniture,Chairs,383.80,5,0.20,38.38,10.00,"Positive Impact",175851.33
419,"Standard Class",Corporate,"United States",Richmond,Kentucky,40475,South,"Office Supplies",Paper,5.78,1,0.00,2.83,48.96,"No Discount",18137.93
420,"Standard Class",Corporate,"United States","Los Angeles",California,90045,West,"Office Supplies",Art,9.32,4,0.00,2.70,28.97,"No Discount",175851.33
421,"Standard Class",Corporate,"United States","Los Angeles",California,90045,West,"Office Supplies",Envelopes,15.25,1,0.00,7.02,46.03,"No Discount",175851.33
422,"First Class",Consumer,"United States",Louisville,Colorado,80027,West,Technology,Accessories,196.75,6,0.20,56.57,28.75,"Positive Impact",12345.80
423,"Standard Class",Corporate,"United States",Lawrence,Massachusetts,1841,East,Furniture,Furnishings,56.56,4,0.00,14.71,26.01,"No Discount",7654.19
424,"Standard Class",Corporate,"United States",Lawrence,Massachusetts,1841,East,"Office Supplies",Storage,32.70,3,0.00,8.50,25.99,"No Discount",7654.19
425,"Second Class",Consumer,"United States",Jackson,Mississippi,39212,South,Furniture,Chairs,866.40,4,0.00,225.26,26.00,"No Discount",24963.85
426,"Second Class",Corporate,"United States",Canton,Michigan,48187,Central,Furniture,Furnishings,28.40,2,0.00,11.08,39.01,"No Discount",818.13
427,"Second Class",Corporate,"United States",Canton,Michigan,48187,Central,"Office Supplies",Binders,287.92,8,0.00,138.20,48.00,"No Discount",818.13
428,"First Class","Home Office","United States","New Rochelle","New York",10801,East,Technology,Machines,69.99,1,0.00,30.10,43.01,"No Discount",1255.22
429,"Standard Class",Corporate,"United States","San Antonio",Texas,78207,Central,"Office Supplies",Art,6.67,6,0.20,0.50,7.50,"Positive Impact",21843.54
430,"Standard Class","Home Office","United States",Gastonia,"North Carolina",28052,South,"Office Supplies",Binders,189.59,2,0.70,-145.35,-76.67,"Negative Impact",895.06
431,"Standard Class","Home Office","United States",Gastonia,"North Carolina",28052,South,Technology,Accessories,408.74,7,0.20,76.64,18.75,"Positive Impact",895.06
432,"Standard Class","Home Office","United States",Gastonia,"North Carolina",28052,South,Technology,Accessories,291.96,5,0.20,54.74,18.75,"Positive Impact",895.06
433,"Standard Class","Home Office","United States",Gastonia,"North Carolina",28052,South,"Office Supplies",Storage,4.77,2,0.20,-0.77,-16.14,"Negative Impact",895.06
434,"First Class",Consumer,"United States",Lowell,Massachusetts,1852,East,"Office Supplies",Storage,714.30,5,0.00,207.15,29.00,"No Discount",4837.93
435,"Standard Class",Consumer,"United States",Jacksonville,Florida,32216,South,"Office Supplies",Binders,4.81,2,0.70,-3.69,-76.72,"Negative Impact",44713.18
436,"Standard Class",Consumer,"United States",Jacksonville,Florida,32216,South,Technology,Accessories,247.80,5,0.20,-18.59,-7.50,"Negative Impact",44713.18
437,"Second Class","Home Office","United States",Chicago,Illinois,60623,Central,Technology,Machines,1007.98,3,0.30,43.20,4.29,"Positive Impact",48539.59
438,"Second Class","Home Office","United States",Chicago,Illinois,60623,Central,"Office Supplies",Paper,313.49,7,0.20,113.64,36.25,"Positive Impact",48539.59
439,"Standard Class",Corporate,"United States",Houston,Texas,77070,Central,"Office Supplies",Paper,31.87,8,0.20,11.55,36.24,"Positive Impact",64504.71
440,"Second Class",Corporate,"United States","New York City","New York",10024,East,Furniture,Chairs,207.85,3,0.10,2.31,1.11,"Positive Impact",256368.12
441,"Second Class",Consumer,"United States",Detroit,Michigan,48227,Central,Furniture,Furnishings,12.22,1,0.00,3.67,30.03,"No Discount",42446.94
442,"Second Class",Consumer,"United States",Detroit,Michigan,48227,Central,"Office Supplies",Storage,194.94,3,0.00,23.39,12.00,"No Discount",42446.94
443,"Second Class",Consumer,"United States",Detroit,Michigan,48227,Central,"Office Supplies",Storage,70.95,3,0.00,20.58,29.01,"No Discount",42446.94
444,"Second Class",Consumer,"United States",Detroit,Michigan,48227,Central,"Office Supplies",Paper,91.36,4,0.00,42.03,46.00,"No Discount",42446.94
445,"Second Class",Consumer,"United States",Detroit,Michigan,48227,Central,Furniture,Chairs,242.94,3,0.00,29.15,12.00,"No Discount",42446.94
446,"Second Class",Consumer,"United States",Detroit,Michigan,48227,Central,"Office Supplies",Labels,22.05,7,0.00,10.58,47.98,"No Discount",42446.94
447,"Second Class",Consumer,"United States",Columbus,Indiana,47201,Central,Furniture,Furnishings,2.91,1,0.00,1.37,47.08,"No Discount",38706.23
448,"Second Class",Consumer,"United States",Auburn,"New York",13021,East,"Office Supplies",Art,59.52,3,0.00,15.48,26.01,"No Discount",3155.17
449,"Second Class",Consumer,"United States",Auburn,"New York",13021,East,"Office Supplies",Storage,161.94,3,0.00,9.72,6.00,"No Discount",3155.17
450,"Second Class",Consumer,"United States",Auburn,"New York",13021,East,"Office Supplies",Art,263.88,6,0.00,71.25,27.00,"No Discount",3155.17
451,"Second Class",Consumer,"United States",Auburn,"New York",13021,East,"Office Supplies",Art,30.48,3,0.00,7.92,25.98,"No Discount",3155.17
452,"Second Class",Consumer,"United States",Auburn,"New York",13021,East,"Office Supplies",Art,9.84,3,0.00,2.85,28.96,"No Discount",3155.17
453,"Second Class",Consumer,"United States",Auburn,"New York",13021,East,Technology,Phones,35.12,4,0.00,9.13,26.00,"No Discount",3155.17
454,"Standard Class",Corporate,"United States",Akron,Ohio,44312,East,Furniture,Tables,284.36,2,0.40,-75.83,-26.67,"Negative Impact",2729.99
455,"Standard Class",Corporate,"United States",Akron,Ohio,44312,East,"Office Supplies",Storage,665.41,2,0.20,66.54,10.00,"Positive Impact",2729.99
456,"Standard Class",Corporate,"United States",Norman,Oklahoma,73071,Central,Technology,Accessories,63.88,4,0.00,24.91,38.99,"No Discount",1351.33
457,"Standard Class",Consumer,"United States",Concord,California,94521,West,Furniture,Chairs,129.57,2,0.20,-24.29,-18.75,"Negative Impact",10542.40
458,"Standard Class",Consumer,"United States",Decatur,Illinois,62521,Central,Furniture,Chairs,747.56,3,0.30,-96.11,-12.86,"Negative Impact",6544.30
459,"Standard Class",Consumer,"United States",Decatur,Illinois,62521,Central,"Office Supplies",Envelopes,8.93,2,0.20,3.35,37.51,"Positive Impact",6544.30
460,"Standard Class",Consumer,"United States",Seattle,Washington,98115,West,"Office Supplies",Appliances,103.92,4,0.00,36.37,35.00,"No Discount",119540.74
461,"Standard Class",Consumer,"United States",Seattle,Washington,98115,West,Technology,Accessories,899.91,9,0.00,377.96,42.00,"No Discount",119540.74
462,"Standard Class",Consumer,"United States",Seattle,Washington,98115,West,"Office Supplies",Binders,51.31,3,0.20,18.60,36.25,"Positive Impact",119540.74
463,"Standard Class","Home Office","United States",Phoenix,Arizona,85023,West,Furniture,Furnishings,23.56,5,0.20,7.07,30.01,"Positive Impact",11000.27
464,"Standard Class","Home Office","United States",Phoenix,Arizona,85023,West,Furniture,Tables,1272.63,6,0.50,-814.48,-64.00,"Negative Impact",11000.27
465,"Standard Class","Home Office","United States",Phoenix,Arizona,85023,West,"Office Supplies",Binders,28.49,5,0.70,-20.89,-73.32,"Negative Impact",11000.27
466,"Standard Class","Home Office","United States",Phoenix,Arizona,85023,West,"Office Supplies",Supplies,185.38,2,0.20,-34.76,-18.75,"Negative Impact",11000.27
467,"Standard Class","Home Office","United States",Phoenix,Arizona,85023,West,"Office Supplies",Appliances,78.27,2,0.20,5.87,7.50,"Positive Impact",11000.27
468,"Standard Class","Home Office","United States","Park Ridge",Illinois,60068,Central,Furniture,Furnishings,254.74,7,0.60,-312.06,-122.50,"Negative Impact",685.00
469,"Standard Class",Corporate,"United States",Amarillo,Texas,79109,Central,Furniture,Bookcases,205.33,2,0.32,-36.24,-17.65,"Negative Impact",3773.06
470,"Second Class",Consumer,"United States",Chicago,Illinois,60610,Central,"Office Supplies",Binders,4.79,3,0.80,-7.90,-164.93,"Negative Impact",48539.59
471,"Standard Class",Corporate,"United States",Lindenhurst,"New York",11757,East,"Office Supplies",Paper,55.48,1,0.00,26.63,48.00,"No Discount",55.48
472,"Second Class",Consumer,"United States","San Francisco",California,94110,West,"Office Supplies",Storage,340.92,3,0.00,3.41,1.00,"No Discount",112669.09
473,"Second Class",Consumer,"United States","San Francisco",California,94110,West,Furniture,Bookcases,222.67,2,0.15,10.48,4.71,"Positive Impact",112669.09
474,"Second Class",Consumer,"United States","San Francisco",California,94110,West,Technology,Phones,703.97,4,0.20,88.00,12.50,"Positive Impact",112669.09
475,"Second Class",Consumer,"United States","San Francisco",California,94110,West,"Office Supplies",Storage,92.52,6,0.00,24.98,27.00,"No Discount",112669.09
476,"Second Class",Consumer,"United States","San Francisco",California,94110,West,"Office Supplies",Paper,62.65,7,0.00,28.82,46.00,"No Discount",112669.09
477,"Second Class",Consumer,"United States","San Francisco",California,94110,West,"Office Supplies",Paper,94.85,5,0.00,45.53,48.00,"No Discount",112669.09
478,"Standard Class",Corporate,"United States","Los Angeles",California,90008,West,Technology,Phones,95.76,6,0.20,7.18,7.50,"Positive Impact",175851.33
479,"Standard Class",Consumer,"United States",Troy,"New York",12180,East,Furniture,Furnishings,40.20,3,0.00,19.30,48.01,"No Discount",4507.07
480,"Standard Class",Corporate,"United States","New York City","New York",10024,East,"Office Supplies",Art,14.70,5,0.00,6.62,45.03,"No Discount",256368.12
481,"Standard Class",Corporate,"United States","New York City","New York",10024,East,"Office Supplies",Storage,704.25,5,0.00,84.51,12.00,"No Discount",256368.12
482,"Standard Class",Consumer,"United States","San Diego",California,92024,West,Technology,Accessories,9.09,3,0.00,1.91,21.01,"No Discount",47521.05
483,"Standard Class",Consumer,"United States","New York City","New York",10024,East,"Office Supplies",Art,5.96,2,0.00,1.67,28.02,"No Discount",256368.12
484,"Standard Class",Consumer,"United States","New York City","New York",10024,East,Technology,Accessories,159.98,2,0.00,57.59,36.00,"No Discount",256368.12
485,"First Class","Home Office","United States","Los Angeles",California,90045,West,"Office Supplies",Labels,29.60,2,0.00,14.80,50.00,"No Discount",175851.33
486,"First Class","Home Office","United States","Los Angeles",California,90045,West,Furniture,Bookcases,514.17,5,0.15,-30.25,-5.88,"Negative Impact",175851.33
487,"First Class","Home Office","United States","Los Angeles",California,90045,West,Technology,Phones,279.96,5,0.20,17.50,6.25,"Positive Impact",175851.33
488,"First Class",Consumer,"United States",Chicago,Illinois,60610,Central,Technology,Phones,2735.95,6,0.20,341.99,12.50,"Positive Impact",48539.59
489,"Second Class","Home Office","United States",Huntsville,Texas,77340,Central,Technology,Phones,7.99,1,0.20,0.60,7.51,"Positive Impact",9194.98
490,"Second Class","Home Office","United States",Huntsville,Texas,77340,Central,Technology,Accessories,63.98,2,0.20,10.40,16.26,"Positive Impact",9194.98
491,"Second Class","Home Office","United States",Huntsville,Texas,77340,Central,"Office Supplies",Art,70.37,2,0.20,6.16,8.75,"Positive Impact",9194.98
492,"Standard Class",Consumer,"United States",Rochester,"New York",14609,East,"Office Supplies",Storage,449.15,5,0.00,8.98,2.00,"No Discount",7974.53
493,"Standard Class",Consumer,"United States",Rochester,"New York",14609,East,"Office Supplies",Envelopes,11.07,3,0.00,5.09,45.98,"No Discount",7974.53
494,"Standard Class",Consumer,"United States",Seattle,Washington,98115,West,Technology,Accessories,93.98,2,0.00,13.16,14.00,"No Discount",119540.74
495,"Second Class",Consumer,"United States",Memphis,Tennessee,38109,South,Furniture,Tables,189.88,3,0.40,-94.94,-50.00,"Negative Impact",5942.32
496,"Standard Class",Consumer,"United States",Fayetteville,Arkansas,72701,South,"Office Supplies",Envelopes,105.42,2,0.00,51.66,49.00,"No Discount",6925.92
497,"Standard Class",Consumer,"United States","Costa Mesa",California,92627,West,"Office Supplies",Binders,119.62,8,0.20,40.37,33.75,"Positive Impact",1497.68
498,"Standard Class",Consumer,"United States","Costa Mesa",California,92627,West,Furniture,Furnishings,255.76,4,0.00,81.84,32.00,"No Discount",1497.68
499,"Standard Class",Consumer,"United States","Costa Mesa",California,92627,West,Furniture,Chairs,241.57,2,0.20,18.12,7.50,"Positive Impact",1497.68
500,"Standard Class",Consumer,"United States","Costa Mesa",California,92627,West,Furniture,Furnishings,69.30,9,0.00,22.87,33.00,"No Discount",1497.68
501,"Standard Class",Corporate,"United States",Parker,Colorado,80134,West,"Office Supplies",Binders,22.62,2,0.70,-15.08,-66.67,"Negative Impact",1067.95
502,"Standard Class",Corporate,"United States",Parker,Colorado,80134,West,"Office Supplies",Binders,14.95,2,0.70,-11.96,-80.00,"Negative Impact",1067.95
503,"Standard Class",Corporate,"United States",Parker,Colorado,80134,West,Furniture,Chairs,801.57,2,0.20,50.10,6.25,"Positive Impact",1067.95
504,"Standard Class",Corporate,"United States",Parker,Colorado,80134,West,"Office Supplies",Binders,2.38,3,0.70,-1.90,-79.83,"Negative Impact",1067.95
505,"Standard Class",Corporate,"United States",Parker,Colorado,80134,West,"Office Supplies",Paper,32.79,1,0.20,11.89,36.26,"Positive Impact",1067.95
506,"Second Class",Corporate,"United States","New York City","New York",10024,East,"Office Supplies",Binders,15.92,5,0.20,5.37,33.73,"Positive Impact",256368.12
507,"Standard Class",Consumer,"United States",Atlanta,Georgia,30318,South,"Office Supplies",Art,2.74,1,0.00,0.74,27.01,"No Discount",17197.84
508,"Standard Class",Consumer,"United States",Atlanta,Georgia,30318,South,"Office Supplies",Art,8.34,3,0.00,2.17,26.02,"No Discount",17197.84
509,"Standard Class",Consumer,"United States",Atlanta,Georgia,30318,South,"Office Supplies",Storage,46.74,3,0.00,11.69,25.01,"No Discount",17197.84
510,"Standard Class",Consumer,"United States",Atlanta,Georgia,30318,South,"Office Supplies",Binders,6354.95,5,0.00,3177.48,50.00,"No Discount",17197.84
511,"First Class",Consumer,"United States",Gladstone,Missouri,64118,Central,Furniture,Furnishings,126.30,3,0.00,40.42,32.00,"No Discount",164.34
512,"First Class",Consumer,"United States",Gladstone,Missouri,64118,Central,Technology,Accessories,38.04,2,0.00,12.17,31.99,"No Discount",164.34
513,"First Class",Consumer,"United States",Newark,Ohio,43055,East,"Office Supplies",Art,7.15,3,0.20,0.72,10.07,"Positive Impact",28576.15
514,"Standard Class",Consumer,"United States","Los Angeles",California,90049,West,"Office Supplies",Art,6.63,3,0.00,1.79,27.00,"No Discount",175851.33
515,"Standard Class",Consumer,"United States","Los Angeles",California,90049,West,"Office Supplies",Art,5.88,2,0.00,1.71,29.08,"No Discount",175851.33
516,"Standard Class","Home Office","United States","Great Falls",Montana,59405,West,Technology,Copiers,2999.95,5,0.00,1379.98,46.00,"No Discount",4605.58
517,"Standard Class","Home Office","United States","Great Falls",Montana,59405,West,"Office Supplies",Storage,51.45,3,0.00,13.89,27.00,"No Discount",4605.58
518,"Standard Class","Home Office","United States","Great Falls",Montana,59405,West,"Office Supplies",Paper,11.96,2,0.00,5.38,44.98,"No Discount",4605.58
519,"Standard Class","Home Office","United States","Great Falls",Montana,59405,West,"Office Supplies",Storage,1126.02,3,0.00,56.30,5.00,"No Discount",4605.58
520,"Standard Class",Consumer,"United States",Houston,Texas,77041,Central,Technology,Accessories,18.39,1,0.20,5.29,28.77,"Positive Impact",64504.71
521,"Standard Class",Consumer,"United States",Houston,Texas,77041,Central,"Office Supplies",Storage,129.57,2,0.20,-25.91,-20.00,"Negative Impact",64504.71
522,"Standard Class",Consumer,"United States",Houston,Texas,77041,Central,"Office Supplies",Binders,14.11,9,0.80,-21.17,-150.04,"Negative Impact",64504.71
523,"First Class",Corporate,"United States",Detroit,Michigan,48234,Central,Furniture,Tables,210.98,2,0.00,21.10,10.00,"No Discount",42446.94
524,"First Class",Consumer,"United States","Los Angeles",California,90032,West,Technology,Phones,55.18,3,0.20,-12.41,-22.49,"Negative Impact",175851.33
525,"First Class",Consumer,"United States","Los Angeles",California,90032,West,Technology,Accessories,66.26,2,0.00,27.17,41.01,"No Discount",175851.33
526,"Standard Class",Consumer,"United States",Lawrence,Massachusetts,1841,East,"Office Supplies",Fasteners,22.20,5,0.00,10.43,46.98,"No Discount",7654.19
527,"Standard Class","Home Office","United States",Lakeland,Florida,33801,South,Furniture,Chairs,683.95,3,0.20,42.75,6.25,"Positive Impact",5606.88
528,"Standard Class","Home Office","United States",Lakeland,Florida,33801,South,Furniture,Furnishings,45.70,3,0.20,5.14,11.25,"Positive Impact",5606.88
529,"Standard Class",Consumer,"United States",Philadelphia,Pennsylvania,19134,East,"Office Supplies",Storage,36.34,3,0.20,-7.27,-20.01,"Negative Impact",109077.09
530,"Standard Class",Consumer,"United States",Philadelphia,Pennsylvania,19134,East,"Office Supplies",Supplies,666.25,1,0.20,-149.91,-22.50,"Negative Impact",109077.09
531,"Standard Class",Consumer,"United States",Philadelphia,Pennsylvania,19134,East,"Office Supplies",Envelopes,52.51,6,0.20,19.69,37.50,"Positive Impact",109077.09
532,"Second Class",Corporate,"United States","Los Angeles",California,90036,West,Furniture,Chairs,190.72,1,0.20,11.92,6.25,"Positive Impact",175851.33
533,"Standard Class",Consumer,"United States","Los Angeles",California,90032,West,Furniture,Furnishings,47.94,3,0.00,2.40,5.01,"No Discount",175851.33
534,"Second Class",Consumer,"United States",Montgomery,Alabama,36116,South,Technology,Phones,979.95,5,0.00,274.39,28.00,"No Discount",3722.73
535,"Second Class",Consumer,"United States",Montgomery,Alabama,36116,South,"Office Supplies",Binders,22.75,5,0.00,11.38,50.02,"No Discount",3722.73
536,"Standard Class",Consumer,"United States",Mesa,Arizona,85204,West,"Office Supplies",Storage,16.77,2,0.20,1.47,8.77,"Positive Impact",4037.73
537,"Second Class",Consumer,"United States",Chicago,Illinois,60653,Central,"Office Supplies",Binders,42.62,7,0.80,-68.19,-160.00,"Negative Impact",48539.59
538,"Standard Class","Home Office","United States","New York City","New York",10009,East,"Office Supplies",Binders,10.75,4,0.20,3.36,31.26,"Positive Impact",256368.12
539,"Standard Class",Consumer,"United States",Henderson,Kentucky,42420,South,"Office Supplies",Appliances,152.94,3,0.00,41.29,27.00,"No Discount",17549.07
540,"Standard Class",Consumer,"United States",Henderson,Kentucky,42420,South,Furniture,Chairs,283.92,4,0.00,70.98,25.00,"No Discount",17549.07
541,"First Class",Consumer,"United States","Green Bay",Wisconsin,54302,Central,Technology,Accessories,468.90,6,0.00,206.32,44.00,"No Discount",527.32
542,"First Class",Corporate,"United States",Tucson,Arizona,85705,West,Technology,Phones,380.86,8,0.20,38.09,10.00,"Positive Impact",6313.00
543,"Standard Class",Consumer,"United States",Springfield,Ohio,45503,East,"Office Supplies",Storage,646.78,9,0.20,-145.52,-22.50,"Negative Impact",43054.35
544,"Standard Class",Consumer,"United States","Fort Worth",Texas,76106,Central,Technology,Accessories,58.11,2,0.20,7.26,12.49,"Positive Impact",6602.69
545,"Standard Class",Consumer,"United States","Fort Worth",Texas,76106,Central,Technology,Phones,100.79,1,0.20,6.30,6.25,"Positive Impact",6602.69
546,"Standard Class",Consumer,"United States","Fort Worth",Texas,76106,Central,Furniture,Furnishings,66.11,4,0.60,-84.29,-127.50,"Negative Impact",6602.69
547,"First Class","Home Office","United States","New York City","New York",10035,East,"Office Supplies",Binders,41.28,6,0.20,13.93,33.75,"Positive Impact",256368.12
548,"First Class","Home Office","United States","New York City","New York",10035,East,"Office Supplies",Paper,13.36,2,0.00,6.41,47.98,"No Discount",256368.12
549,"Second Class",Corporate,"United States",Chicago,Illinois,60653,Central,"Office Supplies",Storage,250.27,9,0.20,15.64,6.25,"Positive Impact",48539.59
550,"Second Class",Corporate,"United States",Chicago,Illinois,60653,Central,"Office Supplies",Binders,11.36,3,0.80,-17.05,-150.09,"Negative Impact",48539.59
551,"Second Class",Corporate,"United States",Chicago,Illinois,60653,Central,"Office Supplies",Supplies,8.72,5,0.20,-1.74,-19.95,"Negative Impact",48539.59
552,"Second Class",Consumer,"United States","San Francisco",California,94110,West,Furniture,Chairs,1121.57,2,0.20,0.00,0.00,"Negative Impact",112669.09
553,"First Class",Consumer,"United States",Jacksonville,Florida,32216,South,Furniture,Furnishings,34.50,1,0.20,6.04,17.51,"Positive Impact",44713.18
554,"Standard Class",Consumer,"United States",Houston,Texas,77070,Central,"Office Supplies",Fasteners,10.82,3,0.20,2.57,23.75,"Positive Impact",64504.71
555,"Second Class",Corporate,"United States",Anaheim,California,92804,West,"Office Supplies",Storage,1295.78,2,0.00,310.99,24.00,"No Discount",7986.88
556,"Second Class",Consumer,"United States",Wilmington,"North Carolina",28403,South,"Office Supplies",Art,19.46,4,0.20,3.40,17.47,"Positive Impact",7297.07
557,"Standard Class",Consumer,"United States","Los Angeles",California,90045,West,"Office Supplies",Labels,20.70,2,0.00,9.94,48.02,"No Discount",175851.33
558,"Standard Class",Consumer,"United States","Los Angeles",California,90045,West,Furniture,Tables,1335.68,4,0.20,-217.05,-16.25,"Negative Impact",175851.33
559,"Standard Class",Consumer,"United States","Los Angeles",California,90045,West,"Office Supplies",Paper,32.40,5,0.00,15.55,47.99,"No Discount",175851.33
560,"Second Class",Consumer,"United States","San Francisco",California,94110,West,Furniture,Furnishings,42.60,3,0.00,16.61,38.99,"No Discount",112669.09
561,"Second Class",Consumer,"United States","San Francisco",California,94110,West,"Office Supplies",Binders,84.06,7,0.20,27.32,32.50,"Positive Impact",112669.09
562,"Second Class",Consumer,"United States",Tampa,Florida,33614,South,"Office Supplies",Appliances,13.00,5,0.20,1.30,10.00,"Positive Impact",5196.10
